@RELATION	sentence_emotions

@ATTRIBUTE	sentence string
@ATTRIBUTE	emosi  { disgust , fear , happy , sad , surprise , angry }

@DATA
' People are likely to of all ready seen this, but I \' ll post it anyway. :)           To everyone who gave Gab (      gabfury   ) money !  :D ' , happy
' but it \' s definitely snowing in London, SW5 now..  I was beginning to think I should have cycled today... ' , happy
' Zoe \' s babies:  (all agoutis)     Fifi and Moki \' s babies (all black and white... darn it !   LOL)   Wahoozie !   :) ' , happy
' Well it \' s sunny in East County.   And I just looked at the traffic maps for LA and San Diego, and everythings green !  Let \' s hope it stays that way !   I \' ll see everyone that \' s going at Dave \' s show ! ' , happy
' As of tommorrow, I am the proud owner of a 1990 Buick Regal. My very first car, and my very own vehicle.  YAY ! ' , happy
' It \' s my lj birthday, I made it to a year, and in true Oscar style I would like to thank all my lj friends this year has be great, and I love you all :) ' , happy
' We \' ve had a marvelous Christmas Eve - our traditional clam chowder, followed by driving around the area enjoying the Christmas light displays, then home for mulled wine and a cheery fire.  Tonight we watched the Grinch, and the George C Scott  \' Christmas Carol \' , which we totally adore.  Now the kitties are fed and the stockings hung by the chimney.&nbsp; So, Merry Christmas everyone ! ' , happy
' Oh !  and another fun thing that i forgot to mention about yesterday      &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 GTO !  !  !  !  !  !  !  &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3 &lt;3    so much fun ^___^ ' , happy
' i got the lasagna noodles, and today, i bought the tomato paste for free :D  still need ground beef/italian sausage, and the cheeses... those will definitely be more expensive.  i can make cat-style soups again, bought bouillon cubes for free as well.  yay i love stocking up on frees :D ' , happy
' We finally got a DVD plaer for Christmas (late, of course ! ). It is really cool. WE watched Monsters Inc. and Harry Potter last night. We \' re watching the 10th Kingdom right now. It \' s really cool. I \' m glad we finally got our DVD player !  Gotta go. Bye bye. ' , happy
' Actually, this may very well be my last ever LiveJournal post.  Why?  Well, it could have something to do with the fact that I \' m writing my own blog stuff.  In fact, it probably does.  Until I get  http://www.dreamersvale.net/  set up, take a peek at  http://dewin.f2o.org/dk/ ' , happy
' Today was been a fucking amazing day....why you ask? well the one reason for that would be the fact that  \' bleed like me \'  hit stores in the U.S. today and the CD kicks ass.  I \' m so happy right now ' , happy
' I have just seen Shrek 2 with a friend !  Greeeeeeeeeeaaaaaaaateeeeeeeeee movie !  !  !  *purrrrrrrrrrrrrrrrrrrrrrrrrrs* ' , happy
' I \' m on holiday. I have sung and danced and generally celebrated.  I have cycled to a garden centre and bought myself 3 ferns which are very lovely, and tomorrow I will plant them. ' , happy
' Cycled to Ayr Bought some skirting board Bought a book Cycled home Drank coffee in the garden Pulled old skirting off fireplace wall Re-plastered Cut new skirting to fit Ate dinner Watched telly Wrote in journal  Back to work tomorrow and Saturday, then I \' m on holiday for TWO WEEKS YAAAAAY.  Will be able to see Marysia as much as she likes. YAAAAY. ' , happy
' Griph got the package. Let me repeat this so it sinks in for me,  Griph  got  the package . And he  loves it . ' , happy
' I really, really need to find a middle school/high school that offers night classes. I \' m so sleepy during the day, but so awake right now... ' , happy
' Spring is finally here !  !   I walked around downtown yesterday and today at lunchtime, and it was just gorgeous !   I think I am going to try to start walking on my lunch breaks... ' , happy
' From Mr. Hamelman \' s book.   Half whole-wheat, half bread flour, with sourdough starter.  With a bit of butter, it \' s one of the best breads I \' ve ever tasted - nutty, toothsome, and light. It was the best thing that happened to me yesterday - and yesterday was a very good day. ' , happy
' Only about 6 hours later than planned. :-/  Ah well, it should be a wonderful weekend - I \' m really excited. :)  Wish me good skiing, and no unanticipated bumps, scrapes, or breaks. ;) ' , happy
' I knew my immediate scores after the exam (hooray for CBT ! ), but just got the official score report in the mail.  Verbal: 640 (90th percentile) Quantitative: 670 (62nd percentile) Analytical Writing: 5.5 out of 6  Hotness. ' , happy
' Ah, long Easter weekend, spent on an island with a bunch of friends - I can take on the world again !  :) Texel: chilly but sunny, good island. Friends: fun time. Food and drinks: plenty. End result: very good. Now, lessee what I \' ve got left on my to-do list. ... Uh-oh. :D ' , happy
' Right on, 18 new members for our happy little club. At this rate we \' ll get some 40 this year. Good, very good. Heheh, torches in the dark, solemn words, and yay, you \' re in. Now, fun weekend !  Santa \' s always early here. :) ' , happy
' &nbsp;  &nbsp;  &nbsp;  &nbsp;  &nbsp;  &nbsp;    æ—¥æœ¬èªž is love     brought to you by the  isLove Generator ' , happy
' Left work wondering why there seemed to be so many  \' Dirty Goffiks \'  wondering around tottenham court road. Then remebered NIN were playing the Astoria Tonight, I knew there was a reason I was supposed to be pissed off today !  !  (I \' m such a Goff lol) ' , happy
' I got enough sleep last night, for one thing, and apart from my eye bothering me a little, I \' m MUCH MUCH MUCH MUCH better today than I \' ve been in ages.  Sleep is good.  Hugs to all.  David ' , happy
' Nothing spells a good night  \' Like the sight of the Jolly Rodge on Regina \' s lovely shores. \'    Thank you Gwen it \' s great I sang to it all the way home. ' , happy
' Iâ€™ve had a bit of time to think in the last few dayâ€™s and it has come to my attention that I have an amazing group of friends out there who have shown me nothing but caring and respect in the last few months.   Thank you. ' , happy
' I got new shoes !   *happy goodness*  YAY YAY YAY !   ... in other news, my room smells like ass.  I don \' t know why, but it does. ' , happy
' Sweeeeeeeeeeeeeeeeeeeeeet.  Vincent (Nifty magician friend) Is coming round for diner tonight. Excellent i shall be entertained by card tricks and conversation. ' , happy
' whoa.  two weeks from graduation&mdash;my brother just called !   he&#8217;s been getting all kinds of sick though, and he sounds like ass from his latest bout of bronchitis.  so, in my (very short) allotment of his ten&#8209;minute call, he asks me about video games.  some things never change. ^___^  on that note, I&#8217;m gonna have me a snack and some sleep. ' , happy
' Her boyfriend picked her up today. &gt;:O Dammit. The cute ones are  always  straight.  Oh, well. I have enough other things to keep me busy. I think I \' ll drop in on Martine in the shop today, actually.  *Floos to the grate nearest the shop, then dusts off before opening the door and calling out:* Martine? It \' s me, dear-heart. ' , happy
' It was sweet, Dawn rang me up from Changi Airport and we chatted a little bit !  3 more weeks before we see each other again !  Yeah !  !  ! Got off work half an hour before everyone...*smilez* I \' m so excited about the dinner tonight !  !  !  ! ....*jump up and down* The Lunar New Year mood is here !  !  !   CONGRATS TO Diane Chun who got engaged on Sunday, cant wait to see her in wedding gowns soon !  !  !  ! ' , happy
' I got home this evening to find my acceptance letter into the  Worlds of Warcraft  beta. W00t !  Now I can begin the exceedingly long download. With luck, I can bootstrap off of       codrus    \' s download and skip that part.  My LJ posts are likely to get even more infrequent... ' , happy
' Everyone \' s icons are a lot more fun now that we \' ve been revealed.  I need to make myself some new ones. ' , happy
' Is how I \' ve been feeling.   actually that \' s a lie. I feel oddly happy !  That sentence looks weird. I \' m not sure why, but doesn \' t it? Been listening to Snow Patrol and it \' s raining. I can \' t ever remember rain in November. ' , happy
' I just wanted to say..    Happy Birthday to Faye and Mel !  !  !    Hope you have a fun day and may all your wishes comes true !  !  ^^    Mel , I hope Anthony has given you my pressy by now...^^; (if now I \' ll take it back from him and give it to you myself ^-^)  Faye , I \' ll give your pressy this week ^-^ ' , happy
' i \' m in west virginia. this town is like a big party kinda.  it \' s my birthday. i \' m gonna get drunk and rock the fuck out. ' , happy
' I hope that everyone had a most wonderful Christmas.  :)  Also, we \' re now officially, ring-on-the-finger engaged.  Just to let the whole world know.   EDIT: Apparently, I was so ecstatic that I was unable to spell  \' officially \'  correctly. ' , happy
' Good day everyone, and welcome Belle, aka Bob \' s Laptop III, daughter of Siren, descendant of Quistis.  Say hi everyone ! ' , happy
' Welp... Looks like I won \' t be able to poke fun at a couple of my friends much longer. They are pulling me into a World of Warcraft. Should be fun. }=)  I \' ll probably get it in a day or two. Just need to take care of something which means I can aford to get the game. Go me ! ' , happy
' Johnnie, would you like to explain why you felt it necessary to get double murderer OJ off?       Click on photo for CNN obit. ' , happy
' I just have to get through the rest of today, and I have all next week off for vacation. With Monday the 5th being a holiday for Independence Day, that makes 10 glorious days away from this place ! ' , happy
' Good day.  M gave me 2 new CDs (Tango Project and School House Rock).  They are as lovely as lovely can be.  Learned about the historical undertones in the Wizard of Oz.  Went to Ritters for sundaes.  Played SCRABBLE in the Squarea.  See?  I told you it was good.  Oh, and the dollar I found in the parking lot a few days ago:   It amuses me. ' , happy
' i can \' t help but love this song.  ps-the girl sitting across from me in the library has an awesome skirt on....hard to describe but just looks cool. ' , happy
' I was not quite so preoccupied with Christmas preparations seven years ago. Seven years ago we had a baby boy !  Now he stands up to my shoulder, has started calling me  \' MOM \'  in the last couple of days (rather than mommy) and informs me at every turn that he is seven and can do this or that. :)  HAPPY BIRTHDAY SEAN !  !  !  ! ' , happy
' Conversation with parents went much, much better than anticipated.  They read my email and we discussed things like calm, rational people and now they agree that the Honda may be a reasonable choice.  I \' m going to call them from the Honda dealer once I get everything in writing but....wow.  So much less stress now. ' , happy
' Yeahhhhhhhh, I \' m now a proud owner of a Nintendo D... hahaha no what am I saying, ...PSP.  I think i \' m gonna go pick up Lumines tomorrow, EB didn \' t have any, but I saw some at my local best buy. ' , happy
' SAM !   I got the disc you made me.  I am going to listen to it on my drive down to Phoenix on Thursday !   SO excited !   Thank you !  ! ' , happy
' mum woke me up ard 10am coz she cooked something new for breakfast and die die wan me to eat...then say after eating then go back to sleep...abit weird hoh? but oh well...its hard to drag me out of bed.....so.....food will do the trick...^^lll... ' , happy
' He produced  Whoa Nelly !   I was trying to download his new song, I could only find this one. I \' m satisfied. for now ' , happy
' i need a new livejournal icon BADLY. anyone want to hook a nucka up and help me make one? i dont have photoshop or any photo program on my computer that will shrink pics to 100x100 pixels. so. someone. please. help a hoe out. thanks ' , happy
' My boyfriend is an angel. He just made me the most amazing romantic candle-light dinner, with all my favorit foods that he went out of his way to get. I don \' t deserve him.  I am the luckiest girl alive, I tell you. ' , happy
' I went into town tonight, bought a new coat. Its a dark green sort of a colour, Calvin Klein and it cost lots of money, but I like it so I am happy. ' , happy
' Seryna-chan gave each of us a gift in her birthday (^^) (I didn \' t know you had to give others gifts in your own birthday !  Seryna-chan is so unique and kind, ne?)  She gave me a Old Purple Box like the one I gave her. But inside I found...     A clip @A@ !  !  !  !  !  !  Uwaaaaaaaaaaaaaaaa... Her present is much better than my potato !  I feel so bad now (ToT) ' , happy
' AwWwWwWwWwW I want to explode. :)   Have any of you played a game of Tic-Tac-Toe against Psy? He \' s impossible !  He beat me by 11-3 or something around there. He says I \' m getting better, but I doubt that. ' , happy
' i drew a line for you. oh, what a thing to do.  your skin, oh yeah your skin and bones. turning in to something beautiful. ' , happy
' today... little cj does NOT feel pretty.  nope. nuh uh. no way.  not she.   not me.  im going on a diet.   i dont feel pretty, not so pretty, i dont feel pretty and witty and GAY and i pity anyone who has to see me today *la la lalala*   *burp*     i feel fat.         *sticks tongue out at world* ' , happy
' THIS WAY UP   ï¿½      akirashinigami has fragile contents which may break !      Username:     From  Go-Quiz.com ' , happy
' I officially like Mariano Rivera a whole lot. He looks genuinely amused and not just  \' Heh...heh...I have to smile so they don \' t know how pissed off I am. Heh... \'     *LOVE*    The Fenway Faithful giving A-Rod a standing ovation after he managed to throw Belli out at first:    TEDY !  No cheating on Tommy, now ! ' , happy
' Mientsweetass just hit his first homer of the season. YAY MINTY !  !  Also I love that he bats without batting gloves. That \' s so sexy. And I am SUCH a dork for thinking so.   Erm, that is all. Back to your regularly scheduled lives.   ETA:  I love my new icon !  By       _deathcabcutie ' , happy
' Well, the SPA 210 class I was talking about has already filled up all 20/20 slots for the class.  Of course, knowing people goes a long way, though.  One of the teachers for the class is John Moore, and I just happen to know him because of the  Spanish Club Conversation Table  for the month of February. I sat next to him at the restaurant and we had a really good conversation.       :-) ' , happy
' Wow !   I didn \' t even have my laptop on eBay for 3 hours, and it already sold. The person used the  \' Buy It Now !  \'  option for $650.00.  Excellent :-) ' , happy
' Muahahaha.  I got an 88 on my second Sociology exam.  After bonus credit (12 points), I \' ll have a 100...I can almost guarantee it. I don \' t think I will miss any of the 12 points on the bonus.  On the first exam, I got an 86 on the exam itself, then 11/12 on the bonus for a final score of 97.  Man, there \' s no way I won \' t have an A in this class. ' , happy
' Peter Serafinowicz and Robert Popper are the new Fry and Laurie .  And     My mother brought them back for me from Melbourne, and I love them, so shaddup. ' , happy
' I got a book about Canada from 1999.  But that \' s just because I rock it old school.   I may or may not be taking some risque pictures soon.  I don \' t really think much of it actually.   My nose is leaking, but at least I \' m not sick...  I still get kinda lonely sometimes.   Where is everything heading?  I wish I could stop asking myself that,  But I am happy. ' , happy
' UH yeah im chillin with bowen cause he does \' nt suck !  besides that i just been kicking around looking for work and drinking and being very poor due to no money or job , thinking of schooling? besides that im good and shit and soon to probably be single so ya !  anyways keep it cool email me if u want my number cause ishould of gave it out in the frist place anyways later peoples ! ~ ' , happy
' You know what \' s the best thing in the world?  Falling in love all over again with the person you fell in love with in the first place... ' , happy
' More Cowboy Beebop, can you say kick ass?  I can \' t wait for this ^_^  http://www.cowboybebop.org/english/ut/in dex.html ' , happy
' I am  Indie Girl  Click on the picture below to read more:      Take the  \' What Kind of Girl Are You? \'  quiz at CookingToHookup.com                          super cool. ' , happy
' Many of you love to make icons, and all of you on my friends-list love at least one Whedonverse show, therefore:         _whedonicontest      Run. Join. Make with the merry, and the icons !   Because it \' s just so much fun *g*  *sidenote*  I \' m seriously considering getting a paid LJ - more icons *sob*  I \' m in denial. ' , happy
' Ludo is afraid of orange segments, but I love him anyway.   Its really cold here and I love it. I like going out to the park and getting all numb from the cold, then coming inside to this warm house. The temperature change makes my skin change from pink to white and sometimes during the change it looks like polka dots. ' , happy
' First, start out by getting up at 2 in the afternoon.  Then, after a relaxed breakfast, take the last cup from your second cup of tea out into the garden with you and finish it while picking and eating handfuls of blueberries, raspberries, and blackberries. ' , happy
' Specifically   http://www.kathleenedwards.com/home.sht ml   If embedded music content messes with your browser, just listen to this:  http://www.kathleenedwards.com/Back_To_ Me.mp3 ' , happy
' Happy Birthday to You !  Happy Birthday to You !  Happy Birthday Dear Momo !  !  !  !  !  !  !  !  Happy Birthday to You !    So, what would you like? Senpai \' s treat ! ' , happy
' This will be my final post here in lj...however, this is not my final exploit as a blogger, I have simply relocated to xanga.com.  So do visit me over at my new blog at:  www.xanga.com/psycho_ako  Hope to see you guys there and keep on blogging ! ' , happy
' So today I met Ron Levant - the president of the American Psychological Association.  Big deal for me. ' , happy
' Test, Class, Work.    But got to work with Nikki for 3 hours - we could probably host a very funny talk show.  But really the point of this post isn \' t to talk about her - it \' s to mention that I got 100% on my stats test !     Got a little time before meeting up at 4th street -- so I think I \' ll get some work on my masters thesis...  should really finish it up soon - means i should start writing it. ' , happy
' If your name is on this list - i need your updated emails:  Todd Foose Todd Rainer Veto Scott Griffith Zintel ' , happy
' So I got a new phone.  Best buy replaced my broken one for free.  Quite nice of them to honor their extended warranty.  In any case, the good news is I still have all the phone numbers.  The bad news is that I lost all of the pictures for caller-id.  So I \' m going to have to take some pictures of people again so they \' re in the phone ! ' , happy
' Today on Discover: when swing dancers get dehydrated !   Drinking my third gatorade of the day (read: last 40 minutes I \' ve been awake).  It ought to make for great stories of nearly bursting later on the road to Lexington.  Now I just have to decide which car to take...  do I take my car or the Z4? ' , happy
' Nothing will ever be attempted if all possible objections must be first overcome.,- Samuel Johnson  I \' m about to go for my first run in a long while.  I \' m excited !   I guess it \' s been a month now -- I hope these old knees have a few more miles on them.  I \' m still in an absolutely incredible place in my life.  I can \' t remember feeling this positive and free. ' , happy
' well things seems to be going good, i hope my evil luck doesn \' t take it all awake from me like it always does. ' , happy
' At 0.05 UK time  invasion of the body snatchers  will begin on BBC 1 !  !      Hmmmm.... I \' m eating crackers (Finse rondes) with the strrrrrong garlicbutter I made earlier today. Uh-huh. I \' m not going anywhere tonigh, because I probably am surrounded by a strrrong garlicssmell, hehehe :) ' , happy
' woo hoo its my birthday today..im now 18...hehehehe only 2 hours and 10 mins to go till its all over..hahaha then i got the party on the weekend..lmao... huggles for u all ' , happy
' More than 2 months have passed since my birthday happened. And I am still getting gifts. Thanks for the Lord of The Rings posters, Sids. The funny thing is the allposter.com guys couriered them twice !  So now I have four LOTR posters. Muahahahahaha :D ' , happy
' Not overly wonderful but, the one thing that really strikes as Christmas to me and gives me the warm fuzzies all over is Nat King Coles   \' The Christmas Song: chestnuts roasting on an open fire \'   It just played on the company radio and all is good !  :) ' , happy
' My life has changed....a whole lot. I have so much to say, to tell, but my expressions lack the beauty and grace that the events deserve. Haven \' t had time to visit around here as often as i wanted to but i will be writing a lot more here. I am missing this place a lot.   Lots has happened, lots. :) ' , happy
' There is a person in my past who, when I gave them ecstacy for the first time, pointed out to me [paraphrased],  \' for a misanthrope, you sure like people a lot \' .  I think of that often, because she was right.  Tonight especially reminded me of it, because there were a lot of people around me that I really like.  Thanks y \' all, I had a great time. ' , happy
' poohmusings    just sent me the cutest little bear keychain with my name on it.  It is so cute and so *soft* !  !   I just want to snuggle it !   Thanks so much, Karen !   I was having a particularly crummy day and I got home and found a package with your return address on it.  It made my week !   *Smooches* ' , happy
' Such a different take on these songs.  Good, but  \' when the levy breaks \'  is just not what i expected.  I do like it, but...they \' re just so different, it \' s almost not comparable. Have a smashing good Thanksgiving break darling.  Each and everyone of you...no, really, do.  aaaaaaaand I \' m spent. ' , happy
' Start Low-Carb Diet and stick to it . . . check !  Lose 15 to 20 lbs . . . check !  Fix Up Car . . . check !   Three down, Five more to go ! ' , happy
' Hooray !   A parcel has finally arrived from Amazon.  (I see why the Canadian one costs less - they send it by yak.)  I have my *Oz* season four and my biography of Emily Dickenson.  Because they go so well together.    Also, check out the fabulous icon made by ForCryingOutLoud. ' , happy
' How I love being on leave.  Yesterday I bought copies of *The Lone Gunmen* and *Jeremiah* and I found a copy of Boswell \' s journals.  In the afternoon I went to UWA and photocopied an article on racial conceptions of Irishness and another on the local battles of the 1460s in Yorkshire.  I think I \' ll save those for when I \' m back at work next week.  If only I could be on leave all the time.... ' , happy
' Hooray Swancon !   No energy for coherence but hoorah for Swancon, the funnest and bestest con in the whole darn world !   I am filled with love for fans. ' , happy
' One - I went for a walk this evening and the transformer on the corner which used to make a constant buzzing noise is now an ex-transformer and ex-pole.  Tomorrow I \' ll look the other way to see if the other noisy pole is also toast.    Two - The housemate and I watched *Call of the Wild*.  How I love *Due South*.  It has the best ending of any show ever ! ' , happy
' Good old Arsenal, Good old Arsenal, We \' re proud to say that name. And while we sing this song, We \' ll win the game.  I \' m excited because I got my new Arsenal jersey in the mail today. I know nobody else cares but I \' m happy since I messed up my old Arsenal jersey by putting it in the dryer. So I \' m happy ! ' , happy
' Still not dressed... a litlle depressed?  I \' m just a bit lazy, can \' t you see?  I \' m awfully happy, but sometimes I feel a bit crappy.  I have nothing to complain about, sometimes I just have to shout !   Not supposed to worry this much, can \' t help to think such thoughts.  I am happy, I can say, but only not always found, if I may. ' , happy
' Whow !  Wer \' re at lowlands, it \' s raining so badly, tnx god there \' s internet, Tom is here as well !  !  !  Because of the rain it \' s been horribly cold tonight... this night will be better, the three of us.  We \' ve seen: Keane, N*E*R*D....  will get more... ;p ' , happy
' The Potion Maker      wicked_goddessium  is a cloudy, porous orange solid derived from the root of a burning bush.      Mix with wicked_goddess !  Username:        Yet another fun meme brought to you by  rfreebern ' , happy
' Well, I \' ve been around...and I came across a lj group called ship_manifesto when checking my friends \'  entries. And guess what? There was a Homura x Goku essay posted up done by D-chan, one of my favourite authors !  And even more, one of my Homura x goku stories were mentioned !  !    ^____^ I \' m so happy... ' , happy
' I had a really good day today and I \' m not sure why. Things were humming along, work was being done, and I just found myself smiling all the time. Even the cold I \' ve got wasn \' t getting me down.   &#10003;  - decent job  &#10003;  - social life  &#10003;  - place of my own  &#10003;  - great friends  &#10003;  - Sainsbury \' s Green &amp; Black Olive Houmus ' , happy
' I \' ve just been put on hold by the o2 disconnections department, the hold music song lyrics seem to go as follows:   \' No I won \' t go even though I know where you \' ve been I can \' t help myself I \' ve got to see you again \'   Very appropriate I thought :) ' , happy
' If you can spare ten seconds then pop yourself over  here  and vote for million dead, please.   Don \' t get distracted by bright eyes and Adam Green, i \' ll know ! ' , happy
' Morning is the time when I hunt around the house, high and low, for a human knick-knack that is destined to be my cat toy.  Then I bat it around the house for hours, or as long as I feel like.  Weekend mornings are bothersome because the humans angrily take my toys away and grumpily stomp back to bed.  What \' s their problem?  -Oliver ' , happy
' As of tomorrow I will not be on-line until either Monday or Tuesday. (Monday is most likely) I \' m going to be with Becca_Mew at Arlington, VA for Katsucon. I \' m taking plenty of pictures, so I \' ll show  \' em off when I \' m back home and get them developed k? ^_^ ' , happy
' Please leave comments on them. I wanna know what you think. *chibi eyes of DOOM*   http://www.deviantart.com/deviation/135 51641/    http://www.deviantart.com/deviation/135 51699/    http://www.deviantart.com/deviation/135 51905/   &lt;-- My best one. ^__^ ' , happy
' I \' m so incredibly happy right now it \' s awesome...even though it is 2am I \' m happy like over the moon happy... it \' s GREAT. ' , happy
' k self me mitch and andy on same server :0   atm 10 orc warrior/28 ud priest.  playing warr while mitch levels up his shaman.  back to real life.  I love the winter.  just makes me happy all the time :) ' , happy
' :)  14/tauren shaman  12/undead priest  probably going to rm the priest in mul \' ganis so I can be with other people I know. ' , happy
' I saw stars tonight, real stars !   I saw Orion \' s Belt !   Beautiful. For some reason, I take this as a good sign. ' , happy
' Go New York !  The court just ruled bans on same-sex marriage unconstitutional. If it \' s upheld, we \' ll be the first state to follow Massachusetts. ' , happy
' It \' s been a loong time  since I updated. Sorry for holding you cats in suspense, but there \' s a lot going on right now... ' , happy
' This is a classic case of,  \' my brother just fucked me rotten, do I have to go on stage? \' .    Joel throwing a temper tantrum.      Stoner Billy. This one \' s for Daniel especially. ^_^    Awwww, I remember when Cash was that small !  He got so big !     Me and my bestest buddy. ' , happy
' The Carbon River Road reopened.  I was kind of expecting them not to reopen it, but, it does get a LOT of people in the summer.  That means I can take more pictures of here again:   http://nwphotos.photosite.com/mtrai nier/Ipsut_Falls.html   :) ' , happy
' Well it has been over a week now since I had my wisdom teeth taken out. I feel like myself again. I am glad that I will never have to do that again. ' , happy
' Well Christmas is finally over !  I \' m so glad. I got a lot of great presents and I love all of them. I got two things that I liked the best. It was the bracelet and ring that Michael got me, but you have to remember that I am a female and we love jewelery !  I hope that everyone had a great Christmas and that Santa was good to you. =) ' , happy
' Congradulations !  you are going to marry freddie prinze jr. !  !  Hes cute, loyal, funny, sweet... what more could you ask for?      Which male celebrity are you going to marry? (14 choices now !  ! )     brought to you by  Quizilla        HE \' S CUTE !  !  !  !  !  !  !  !  !  !  ! ' , happy
' Tom Bombadil is a merry fellow !  Bright blue his jacket is, and his boots are yellow !  Will try and use this Livejournal thing, Just have to wait and see what time brings ! ' , happy
' I gots a new (for me) car.   94 Kia Sephia  My classes end at 9:pm now on Mondays and Thursdays, buses stop running before I can get home.  Parents don \' t want to drive all the way to Tacoma at 9:pm twice a week to pick me up.  So, I got a car.  I \' ll need to get a job very soon, though, as my dad doesn \' t want to pay my insurance for long, and I don \' t want him to, either. ' , happy
' I found the Beyond Good & Evil soundtrack !  !   This makes me HAPPY.  I also believe I \' ve found where Ailsean puts his work these days, which also makes me HAPPY.  These things can be found at  http://nintendoinsider.com/site/EpZlppy ZVEShihRvCx.php  and  http://www.vgmix.com  respectively.  Swordtacular ! ' , happy
' As many of you found out when you opened your curtains this morning, it snowed overnight and could well be snowing as you read this ! &nbsp; I decided to grab some images of the snow as it fell in our road and they \' re...                 Rob ' , happy
' Just had the call I \' ve been waiting for.&nbsp; I \' m back at the distribution centre from tonight :-)&nbsp; Means I \' ll be earning again :-D  Rob ' , happy
' You \' re  \' All is Full of Love \'  !   You appreciate the true beauty of love, and seek it all around you.  You should appreciate your life !       Which Bjork Song Are You (complete)?     brought to you by  Quizilla ' , happy
' You are Eddie. You no-good kid you, party on to the grave.      Which Rocky Horror character are you?     brought to you by  Quizilla ' , happy
' Okay, so I didn \' t ask for permission to upload this pic, but what the hell... That \' s my soulmate. Cool haircut, huh? :D  And I \' ve realised that if I want something to happen with Jesper I \' ll have to see to it myself, because he \' s not going to help. Which is a bit frustrating, since I consider myself to be very shy. Feels strange that someone can be even more shy than I am. O_o ' , happy
' Too much chocolate. Kill me now.  In other news, I am a wuss of gigantic proportions. I have bought a copy of resident evil 3 and am too afraid to play it alone. Every time I want to play it I have to ask my younger and shorter sister to sit in the room with me.  *facepalms* ' , happy
' My  Unitarian  Jihad Name  is:  Sister/Brother Machine Gun of Warm Humanitarianism .    Get yours .     The gods too are fond of a joke.     -Aristotle (384 BC - 322 BC) ' , happy
' I have sent out the application and registered to take the test on December 4th.  I can not wait at all !  ! ' , happy
' Theo and I went to Lossarnarch for about a week to celebrate our honeymoon.  ((The mun used to have this chat, but she lost it when her computer crashed. So. You \' ll have to pretend you saw it.))  Anyway, it was a nice week alone. Now to find Hygd and take care of those under my command... ' , happy
' Well well well. Im glad im homeschooled. I would be working rite now but im done with my work. Because its easy so...... yea thats it so gotta go watch tv and eat and work out bye. ' , happy
' Well, I stole th-, ahem, borrowed this, from  Tiffany      \' If you woke up and I was in bed with you, what would be your first thought? \'    Now I demand answers !  !  ! ' , happy
' so like...  who wants to go dancing with me at the redlight sting show at hells kitchen this saturday ?  cause i want to dance with you too. so.... GO. ' , happy
' GRAMMY AWARD-WINNING POP ICON BRITNEY SPEARS       AND HUSBAND KEVIN FEDERLINE      COME TO UPN WITH A NEW SERIES TO SHARE THEIR   PERSONAL LOVE STORY   THROUGH    PRIVATE HOME VIDEOS AND REVEALING COMMENTARY ' , happy
' My mom just sent me the biggest surprise--two new La Perla bras !   I love that my mom and I are so open about our love for high-end underwear.  Heaven is a radical feminist as your mother--she thinks shes a woman so she (and I) deserve the very best.  Shes so cute ! ' , happy
' I love school so far.  I got an A- on my first Writing the Essay paper, but other than that, Im doing well.  I had a party here last night.  Omg, so many people came.  Some people I didnt even know when they showed up.  I made a lot of new friends.  I gotta go clean up now though, then off to Kimmel to get some studying done. ' , happy
' I am no longer single. I am sure none of you want to hear any details, so I won \' t bore you with them.  ;-) ' , happy
' I was just playing EB !  I \' ve never played the game in like..4 months !  I had so much fun !   I think I \' ll play again sometime.. ' , happy
' had a great valentines day took some time off after to send with my wife it was a mini vacation where we just spend time together. My wife didnt want jewlery or chocolate or flowers for valintines she wanted a video game. so I got it for her and she bought me one as well. Yet another reason why i love my wife how many other wifes want a viedo game for valentines? ' , happy
' My outercourse activity is snuggling !       Which Sexual Outercourse Act Are You? (with pictures)     brought to you by  Quizilla    Thats soooooooooooooo me, I hope she understands that too....:-) ' , happy
' I sent out some of my Christmas presents today, so that if they don \' t fit, I can try to alter them on the train, or before we leave.  So if they don \' t fit, let me know, I \' m good with quick alteration spells.  I can \' t wait to see my family again. ' , happy
' Yay Fozzie \' s coming home today, but I \' m going to miss him because his plane gets here the same time I have to leave for work. :( ' , happy
' *walks around Tirion, whistling*  *thinks he hasn \' t thought about  her  in ages*  ...  &gt;.&lt;  *still, is optimistic his new  mun  will give him the sort of treatment he DESERVES*   ((*snigger*)) ' , happy
' O my Faelivrin, where art thou?  Your Gwindor has returned to you and no petty mortal can stand between us here in the Blessed Realm.  Come to me, my love. ' , happy
' I just want to say Happy Birthday to   Ogre   !  !  !      Happy Birthday Darling !      Shall I come back to bed now? ' , happy
' My date was wonderful he was so nice and caring. Even though they all start out that way. Ryan is Perfect so far and after we went to shooters we came here and he hung out with my mom, and was cool with It I dont understand. but im happy. I have go get going though I have to work at 5 am Blah ! ' , happy
